index,ra,dec,class,cat
5470,244.86166666,-36.85638888,D,Dunham
5471,244.92333333,-37.78222222,E,Dunham
5472,245.13166666,-37.51111111,E,Dunham
5473,245.22625,-37.71138888,E,Dunham
5474,245.22666666,-36.91194444,E,Dunham
5475,245.35833333,-37.51694444,E,Dunham
5476,245.37458333,-37.03916666,E,Dunham
5477,245.46333333,-36.98,E,Dunham
5478,245.48416666,-37.22111111,E,Dunham
5479,245.48916666,-36.93916666,E,Dunham
5480,245.50666666,-37.27666666,E,Dunham
5481,245.57416666,-36.97111111,E,Dunham
5482,245.64708333,-37.11472222,E,Dunham
5483,245.6775,-37.35638888,E,Dunham
5484,245.72083333,-37.41027777,E,Dunham
5485,245.765,-37.49472222,E,Dunham
5486,245.83541666,-37.68861111,D,Dunham
5487,245.85958333,-37.86888888,E,Dunham
5488,245.885,-37.87666666,E,Dunham
5489,245.91041666,-37.58777777,E,Dunham
5490,245.91083333,-37.52722222,E,Dunham
5491,245.95416666,-37.45805555,D,Dunham
5492,245.96041666,-37.94888888,E,Dunham
5493,245.99583333,-37.89777777,E,Dunham
5494,246.11083333,-37.96111111,E,Dunham
5495,246.13458333,-37.91083333,E,Dunham
5496,246.27875,-38.05583333,E,Dunham
5497,244.59083333,-37.50805555,E,Dunham
5498,244.61875,-37.66055555,E,Dunham
5499,245.00833333,-41.62388888,E,Dunham
5500,245.03958333,-41.43333333,E,Dunham
5501,245.28583333,-41.26722222,E,Dunham
5502,245.29666666,-41.33805555,E,Dunham
5503,245.39958333,-41.36444444,E,Dunham
5504,245.415,-41.15361111,E,Dunham
5505,245.41958333,-41.3725,E,Dunham
5506,245.45708333,-41.11694444,E,Dunham
5507,245.49125,-41.51916666,E,Dunham
5508,245.61333333,-41.01138888,E,Dunham
5509,245.61833333,-41.22833333,E,Dunham
5510,245.62333333,-41.39583333,E,Dunham
5511,245.63916666,-41.05472222,E,Dunham
5512,245.7625,-40.35305555,E,Dunham
5513,245.79583333,-41.28611111,E,Dunham
5514,245.81125,-40.2875,E,Dunham
5515,245.81625,-41.06666666,E,Dunham
5516,245.82666666,-40.32861111,E,Dunham
5517,245.86666666,-40.26,E,Dunham
5518,245.90541666,-40.24694444,E,Dunham
5519,245.93666666,-41.13027777,E,Dunham
5520,245.95416666,-40.43805555,E,Dunham
5521,245.96375,-40.17555555,E,Dunham
5522,246.09958333,-39.86944444,E,Dunham
5523,246.10875,-40.18388888,E,Dunham
5524,246.17333333,-40.07194444,E,Dunham
5525,246.19333333,-39.9375,D,Dunham
5526,246.21541666,-39.94222222,P,Dunham
5527,246.23166666,-39.82055555,E,Dunham
5528,246.23291666,-40.19111111,E,Dunham
5529,246.23666666,-40.13972222,E,Dunham
5530,246.46833333,-40.31333333,E,Dunham
5531,246.49291666,-40.16611111,E,Dunham
5532,246.53541666,-40.29555555,E,Dunham
5533,246.55541666,-39.83166666,E,Dunham
5534,246.55666666,-40.205,E,Dunham
5535,246.60625,-39.74638888,E,Dunham
5536,246.62958333,-39.77083333,E,Dunham
5537,246.63125,-40.08194444,E,Dunham
5538,246.66333333,-40.2575,E,Dunham
5539,246.72333333,-39.91638888,E,Dunham
5540,246.7625,-39.73694444,E,Dunham
5541,246.88208333,-39.93361111,E,Dunham
5542,246.96041666,-39.80277777,E,Dunham
5543,247.11,-39.42833333,D,Dunham
5544,184.81625,-72.30694444,P,Dunham
5545,185.28916666,-72.02472222,E,Dunham
5546,186.23166666,-72.17777777,E,Dunham
5547,186.46541666,-72.0875,E,Dunham
5548,187.02291666,-71.49694444,E,Dunham
5549,187.23708333,-71.76111111,E,Dunham
5550,187.925,-71.065,E,Dunham
5551,187.96458333,-71.06416666,E,Dunham
5552,188.63583333,-70.62111111,E,Dunham
5553,188.70708333,-70.87555555,E,Dunham
5554,188.71333333,-70.51416666,D,Dunham
5555,188.71916666,-71.00944444,E,Dunham
5556,188.8,-70.71833333,E,Dunham
5557,245.29541666,-23.72444444,E,Dunham
5558,245.32666666,-22.91583333,D,Dunham
5559,245.32958333,-23.70777777,E,Dunham
5560,245.38291666,-23.02777777,D,Dunham
5561,245.41125,-22.89111111,P,Dunham
5562,245.42458333,-23.22861111,D,Dunham
5563,245.43791666,-23.70861111,F,Dunham
5564,245.45166666,-23.67416666,D,Dunham
5565,245.49,-24.49527777,E,Dunham
5566,245.57708333,-23.36333333,D,Dunham
5567,245.58708333,-23.06722222,F,Dunham
5568,245.60166666,-24.83833333,E,Dunham
5569,245.60375,-23.49833333,D,Dunham
5570,245.64833333,-23.62611111,D,Dunham
5571,245.67375,-24.42722222,D,Dunham
5572,245.68708333,-23.28694444,D,Dunham
5573,245.68875,-24.52305555,D,Dunham
5574,245.69625,-23.00361111,E,Dunham
5575,245.7025,-23.03805555,D,Dunham
5576,245.74916666,-23.44305555,E,Dunham
5577,245.7725,-23.04888888,F,Dunham
5578,245.77416666,-23.63805555,D,Dunham
5579,245.77833333,-22.96,F,Dunham
5580,245.78625,-22.96166666,D,Dunham
5581,245.78833333,-24.28444444,D,Dunham
5582,245.80208333,-24.61138888,E,Dunham
5583,245.80666666,-23.06611111,E,Dunham
5584,245.815,-23.71666666,D,Dunham
5585,245.88416666,-24.43138888,F,Dunham
5586,245.88666666,-22.97944444,D,Dunham
5587,245.89416666,-23.14611111,E,Dunham
5588,245.895,-23.675,D,Dunham
5589,245.90041666,-24.03888888,D,Dunham
5590,245.91041666,-23.09555555,D,Dunham
5591,245.91666666,-23.56027777,F,Dunham
5592,245.96041666,-22.97722222,D,Dunham
5593,245.98125,-23.70277777,E,Dunham
5594,246.05583333,-24.30611111,D,Dunham
5595,246.06625,-24.18722222,D,Dunham
5596,246.14625,-24.43861111,D,Dunham
5597,246.21791666,-25.02416666,D,Dunham
5598,246.22083333,-25.09888888,E,Dunham
5599,246.24875,-24.93333333,D,Dunham
5600,246.25833333,-24.99222222,D,Dunham
5601,246.27583333,-24.7825,D,Dunham
5602,246.27875,-23.84722222,D,Dunham
5603,246.34208333,-24.29722222,D,Dunham
5604,246.34375,-24.58138888,D,Dunham
5605,246.35125,-24.49555555,D,Dunham
5606,246.36458333,-24.61305555,F,Dunham
5607,246.38375,-23.90055555,E,Dunham
5608,246.38541666,-23.44055555,D,Dunham
5609,246.38791666,-23.425,D,Dunham
5610,246.3975,-24.53611111,D,Dunham
5611,246.40291666,-24.26166666,D,Dunham
5612,246.40875,-24.37666666,D,Dunham
5613,246.41416666,-23.44472222,D,Dunham
5614,246.41458333,-24.44277777,D,Dunham
5615,246.42833333,-23.42388888,D,Dunham
5616,246.44416666,-24.39333333,F,Dunham
5617,246.48375,-24.34666666,D,Dunham
5618,246.50541666,-24.42222222,D,Dunham
5619,246.5125,-24.39333333,D,Dunham
5620,246.51875,-24.2975,D,Dunham
5621,246.52375,-24.71527777,E,Dunham
5622,246.52916666,-24.45666666,D,Dunham
5623,246.54291666,-24.34833333,D,Dunham
5624,246.56083333,-24.41861111,P,Dunham
5625,246.57,-24.37277777,D,Dunham
5626,246.57083333,-24.33916666,D,Dunham
5627,246.57166666,-24.39583333,P,Dunham
5628,246.57541666,-24.50916666,D,Dunham
5629,246.57833333,-24.43611111,D,Dunham
5630,246.57833333,-24.47194444,D,Dunham
5631,246.57875,-24.40388888,F,Dunham
5632,246.58083333,-24.62416666,D,Dunham
5633,246.58666666,-24.4775,D,Dunham
5634,246.58708333,-24.14611111,D,Dunham
5635,246.58875,-24.38444444,P,Dunham
5636,246.58958333,-24.43333333,D,Dunham
5637,246.59083333,-24.74416666,D,Dunham
5638,246.5925,-24.40194444,F,Dunham
5639,246.59541666,-24.47944444,D,Dunham
5640,246.5975,-24.35,D,Dunham
5641,246.59791666,-24.41083333,F,Dunham
5642,246.59833333,-24.72055555,D,Dunham
5643,246.59916666,-24.30805555,D,Dunham
5644,246.6,-24.41333333,D,Dunham
5645,246.6,-24.27027777,D,Dunham
5646,246.60583333,-24.38361111,P,Dunham
5647,246.60666666,-24.40777777,P,Dunham
5648,246.60791666,-24.39444444,F,Dunham
5649,246.61,-24.40833333,P,Dunham
5650,246.61458333,-24.69805555,D,Dunham
5651,246.61541666,-24.44472222,D,Dunham
5652,246.63708333,-24.00444444,D,Dunham
5653,246.65333333,-24.26416666,D,Dunham
5654,246.65708333,-24.65083333,D,Dunham
5655,246.66833333,-24.45388888,P,Dunham
5656,246.67,-24.51388888,D,Dunham
5657,246.67166666,-24.67138888,D,Dunham
5658,246.67541666,-24.51722222,D,Dunham
5659,246.67833333,-24.34138888,D,Dunham
5660,246.68375,-24.58,P,Dunham
5661,246.6875,-24.38527777,D,Dunham
5662,246.69333333,-24.19972222,E,Dunham
5663,246.70166666,-24.47722222,F,Dunham
5664,246.7025,-23.94277777,D,Dunham
5665,246.70375,-24.64027777,D,Dunham
5666,246.71625,-24.51083333,F,Dunham
5667,246.7225,-24.54333333,F,Dunham
5668,246.72583333,-24.41027777,F,Dunham
5669,246.72666666,-24.43888888,D,Dunham
5670,246.72791666,-24.45055555,D,Dunham
5671,246.735,-24.55027777,D,Dunham
5672,246.73625,-24.23083333,D,Dunham
5673,246.73875,-24.59388888,D,Dunham
5674,246.7425,-24.62777777,D,Dunham
5675,246.74291666,-24.35805555,D,Dunham
5676,246.74333333,-24.75861111,D,Dunham
5677,246.74416666,-24.30944444,D,Dunham
5678,246.74416666,-24.41527777,D,Dunham
5679,246.74583333,-24.59888888,E,Dunham
5680,246.74625,-24.58416666,P,Dunham
5681,246.75958333,-24.62416666,P,Dunham
5682,246.76208333,-24.43722222,F,Dunham
5683,246.76458333,-24.33472222,D,Dunham
5684,246.76708333,-24.47472222,F,Dunham
5685,246.76875,-24.45416666,D,Dunham
5686,246.77166666,-24.60805555,P,Dunham
5687,246.77333333,-24.67027777,D,Dunham
5688,246.77458333,-24.43833333,E,Dunham
5689,246.77458333,-24.47666666,D,Dunham
5690,246.77708333,-24.69666666,D,Dunham
5691,246.77791666,-24.63722222,P,Dunham
5692,246.7875,-24.2,D,Dunham
5693,246.7875,-24.56888888,D,Dunham
5694,246.78875,-24.67277777,D,Dunham
5695,246.78916666,-24.62166666,P,Dunham
5696,246.79625,-24.67944444,F,Dunham
5697,246.79875,-24.64194444,D,Dunham
5698,246.80041666,-24.58027777,D,Dunham
5699,246.805,-24.6925,E,Dunham
5700,246.80708333,-24.30444444,D,Dunham
5701,246.8075,-24.72527777,D,Dunham
5702,246.81,-24.44583333,F,Dunham
5703,246.81291666,-24.86055555,D,Dunham
5704,246.81416666,-24.44416666,D,Dunham
5705,246.81458333,-24.51472222,F,Dunham
5706,246.81583333,-24.42027777,F,Dunham
5707,246.81583333,-24.64527777,D,Dunham
5708,246.81791666,-24.52055555,F,Dunham
5709,246.82291666,-24.48222222,P,Dunham
5710,246.82291666,-24.08694444,D,Dunham
5711,246.82625,-24.65388888,F,Dunham
5712,246.82666666,-24.48472222,D,Dunham
5713,246.83,-24.47861111,F,Dunham
5714,246.83916666,-24.69527777,F,Dunham
5715,246.84041666,-24.49805555,P,Dunham
5716,246.84083333,-24.4575,F,Dunham
5717,246.84541666,-24.80194444,D,Dunham
5718,246.85208333,-24.68416666,P,Dunham
5719,246.8525,-24.49305555,E,Dunham
5720,246.85916666,-24.32305555,D,Dunham
5721,246.85916666,-24.71277777,F,Dunham
5722,246.86041666,-24.43166666,D,Dunham
5723,246.86208333,-24.68055555,P,Dunham
5724,246.86375,-24.52111111,D,Dunham
5725,246.86625,-24.65916666,P,Dunham
5726,246.86833333,-24.45583333,F,Dunham
5727,246.87458333,-24.56,E,Dunham
5728,246.87541666,-24.46194444,F,Dunham
5729,246.87833333,-24.41527777,D,Dunham
5730,246.87875,-24.45916666,P,Dunham
5731,246.88375,-24.49527777,D,Dunham
5732,246.88583333,-24.55638888,E,Dunham
5733,246.88625,-24.75,E,Dunham
5734,246.88666666,-24.54277777,D,Dunham
5735,246.88791666,-24.6875,D,Dunham
5736,246.90041666,-24.0825,D,Dunham
5737,246.9025,-23.97388888,D,Dunham
5738,246.905,-24.71027777,F,Dunham
5739,246.90583333,-24.29833333,D,Dunham
5740,246.90958333,-24.61611111,D,Dunham
5741,246.90958333,-23.95888888,D,Dunham
5742,246.91083333,-24.64416666,D,Dunham
5743,246.91208333,-24.67222222,F,Dunham
5744,246.9125,-23.97166666,D,Dunham
5745,246.91416666,-24.65416666,D,Dunham
5746,246.91583333,-24.72083333,F,Dunham
5747,246.91708333,-24.44333333,D,Dunham
5748,246.9175,-24.36777777,D,Dunham
5749,246.9225,-24.59361111,E,Dunham
5750,246.92333333,-24.77888888,F,Dunham
5751,246.92375,-24.72666666,F,Dunham
5752,246.92375,-24.70944444,D,Dunham
5753,246.9275,-24.64722222,E,Dunham
5754,246.93208333,-24.71861111,E,Dunham
5755,246.9375,-24.10777777,D,Dunham
5756,246.94041666,-24.74805555,F,Dunham
5757,246.9425,-24.52805555,D,Dunham
5758,246.94583333,-24.75972222,D,Dunham
5759,246.95083333,-24.70694444,P,Dunham
5760,246.95708333,-24.4225,D,Dunham
5761,246.96541666,-24.52916666,F,Dunham
5762,246.98,-24.4775,D,Dunham
5763,246.98,-24.0375,D,Dunham
5764,246.98125,-24.43805555,D,Dunham
5765,246.995,-24.58722222,D,Dunham
5766,247.01041666,-23.9175,D,Dunham
5767,247.01875,-24.58,D,Dunham
5768,247.01958333,-24.84305555,D,Dunham
5769,247.01958333,-24.61944444,E,Dunham
5770,247.03333333,-23.88444444,E,Dunham
5771,247.05291666,-24.19305555,D,Dunham
5772,247.05666666,-24.52722222,D,Dunham
5773,247.05708333,-24.54694444,D,Dunham
5774,247.06875,-24.61583333,D,Dunham
5775,247.06958333,-24.08722222,D,Dunham
5776,247.07375,-24.28472222,D,Dunham
5777,247.08958333,-24.365,E,Dunham
5778,247.09,-24.60638888,P,Dunham
5779,247.09,-24.71305555,D,Dunham
5780,247.09708333,-24.37777777,D,Dunham
5781,247.13583333,-24.37888888,E,Dunham
5782,247.18833333,-24.47166666,D,Dunham
5783,247.20291666,-24.44194444,E,Dunham
5784,247.225,-24.79555555,D,Dunham
5785,247.23333333,-23.51833333,D,Dunham
5786,247.23708333,-24.51916666,D,Dunham
5787,247.24083333,-24.68166666,P,Dunham
5788,247.26333333,-24.46333333,D,Dunham
5789,247.28416666,-24.26277777,D,Dunham
5790,247.34708333,-24.23222222,E,Dunham
5791,247.39583333,-24.60277777,E,Dunham
5792,247.43416666,-24.68916666,E,Dunham
5793,247.45125,-23.5175,E,Dunham
5794,247.47708333,-24.97944444,E,Dunham
5795,247.50916666,-24.33527777,E,Dunham
5796,247.58208333,-24.04888888,E,Dunham
5797,247.58333333,-23.51888888,E,Dunham
5798,247.59708333,-24.90444444,D,Dunham
5799,247.61125,-23.98555555,D,Dunham
5800,247.64125,-24.46833333,D,Dunham
5801,247.6725,-24.22222222,D,Dunham
5802,247.7225,-24.41472222,D,Dunham
5803,247.75958333,-24.14527777,D,Dunham
5804,247.77125,-24.07777777,D,Dunham
5805,247.81541666,-24.56722222,D,Dunham
5806,247.87166666,-24.07527777,F,Dunham
5807,247.87833333,-24.41083333,D,Dunham
5808,247.88,-24.44083333,D,Dunham
5809,247.88916666,-24.46027777,D,Dunham
5810,247.89083333,-24.07944444,D,Dunham
5811,247.89166666,-24.01638888,D,Dunham
5812,247.8925,-24.05694444,F,Dunham
5813,247.89833333,-24.02472222,F,Dunham
5814,247.90291666,-24.07194444,F,Dunham
5815,247.93208333,-24.92333333,F,Dunham
5816,247.93541666,-24.03694444,D,Dunham
5817,247.93875,-24.71861111,D,Dunham
5818,247.94083333,-24.6525,D,Dunham
5819,247.95375,-24.90805555,D,Dunham
5820,247.96666666,-24.95722222,P,Dunham
5821,247.96708333,-24.9375,D,Dunham
5822,247.96833333,-24.92666666,P,Dunham
5823,247.9725,-24.91805555,D,Dunham
5824,247.97666666,-25.06361111,D,Dunham
5825,247.97791666,-25.05666666,D,Dunham
5826,247.99708333,-24.91111111,D,Dunham
5827,248.00375,-24.945,P,Dunham
5828,248.02291666,-25.04333333,D,Dunham
5829,248.04916666,-24.6725,E,Dunham
5830,248.0875,-24.50972222,D,Dunham
5831,248.09125,-24.70388888,D,Dunham
5832,248.09416666,-24.47527777,P,Dunham
5833,248.11291666,-24.81194444,E,Dunham
5834,248.11583333,-25.41694444,D,Dunham
5835,248.25625,-24.06527777,E,Dunham
5836,248.4425,-24.46444444,E,Dunham
5837,248.48166666,-24.70138888,D,Dunham
5838,248.83083333,-24.26111111,D,Dunham
5839,249.01625,-24.39555555,E,Dunham
5840,249.43416666,-24.46805555,E,Dunham
5841,249.49958333,-24.36277777,E,Dunham
5842,249.93916666,-24.03416666,D,Dunham
5843,249.97041666,-24.32527777,D,Dunham
5844,251.10083333,-24.02333333,P,Dunham
5845,251.12,-24.20666666,E,Dunham
5846,251.12208333,-24.26527777,E,Dunham
5847,251.36083333,-24.05138888,F,Dunham
5848,251.3975,-24.23944444,E,Dunham
5849,251.7425,-9.588611111,P,Dunham
5850,252.07333333,-14.18583333,D,Dunham
5851,252.09083333,-14.17833333,D,Dunham
5852,252.19,-14.27666666,D,Dunham
5853,252.25333333,-14.28611111,E,Dunham
5854,252.27333333,-15.62027777,E,Dunham
5855,245.40708333,-20.01,E,Dunham
5856,245.51791666,-19.72388888,F,Dunham
5857,245.54,-19.88333333,E,Dunham
5858,254.33166666,-16.15638888,P,Dunham
5859,51.33125,30.573333333,F,Dunham
5860,51.342916666,30.753611111,P,Dunham
5861,51.400833333,30.754166666,P,Dunham
5862,51.401666666,30.756111111,P,Dunham
5863,51.411666666,30.735,P,Dunham
5864,51.412916666,30.732777777,P,Dunham
5865,51.655833333,30.257777777,P,Dunham
5866,51.909166666,30.232777777,D,Dunham
5867,51.911666666,30.215833333,P,Dunham
5868,51.9125,30.2175,P,Dunham
5869,51.9225,30.337777777,D,Dunham
5870,51.93,30.207777777,P,Dunham
5871,51.948333333,30.201111111,F,Dunham
5872,52,30.146388888,D,Dunham
5873,52.00125,30.133611111,P,Dunham
5874,52.135416666,31.184722222,P,Dunham
5875,52.143333333,31.014166666,P,Dunham
5876,52.14375,31.118055555,P,Dunham
5877,52.145416666,30.915,F,Dunham
5878,52.145833333,30.335833333,F,Dunham
5879,52.154166666,31.225,P,Dunham
5880,52.16125,31.301666666,F,Dunham
5881,52.162916666,31.100277777,P,Dunham
5882,52.165416666,31.291944444,P,Dunham
5883,52.169166666,31.298888888,P,Dunham
5884,52.176666666,30.498055555,D,Dunham
5885,52.18,31.178333333,E,Dunham
5886,52.18,31.292222222,F,Dunham
5887,52.183333333,31.347777777,D,Dunham
5888,52.18875,31.094722222,P,Dunham
5889,52.1925,31.277222222,E,Dunham
5890,52.198333333,31.401666666,D,Dunham
5891,52.199166666,31.281944444,D,Dunham
5892,52.202916666,31.268888888,F,Dunham
5893,52.210833333,30.712222222,D,Dunham
5894,52.2125,31.305,D,Dunham
5895,52.2125,31.275555555,D,Dunham
5896,52.213333333,31.331666666,D,Dunham
5897,52.213333333,31.294166666,P,Dunham
5898,52.217083333,31.263055555,D,Dunham
5899,52.217083333,30.751388888,D,Dunham
5900,52.217083333,31.379166666,D,Dunham
5901,52.220416666,31.273888888,D,Dunham
5902,52.224583333,31.3025,D,Dunham
5903,52.225,31.281666666,D,Dunham
5904,52.2275,31.280833333,D,Dunham
5905,52.229166666,31.274444444,D,Dunham
5906,52.23125,31.243333333,P,Dunham
5907,52.23375,31.318888888,D,Dunham
5908,52.234583333,31.374166666,D,Dunham
5909,52.235833333,31.126944444,F,Dunham
5910,52.235833333,31.309722222,D,Dunham
5911,52.237083333,31.272777777,D,Dunham
5912,52.237916666,31.259444444,D,Dunham
5913,52.238333333,31.238611111,E,Dunham
5914,52.23875,31.2375,P,Dunham
5915,52.240416666,31.33,D,Dunham
5916,52.242083333,31.300833333,E,Dunham
5917,52.2425,31.369166666,D,Dunham
5918,52.2425,31.367222222,D,Dunham
5919,52.243333333,31.371388888,P,Dunham
5920,52.246666666,31.342222222,F,Dunham
5921,52.247083333,31.263333333,F,Dunham
5922,52.247916666,31.362777777,D,Dunham
5923,52.252083333,31.2,P,Dunham
5924,52.25625,31.338888888,P,Dunham
5925,52.2575,31.281388888,F,Dunham
5926,52.261666666,31.371388888,D,Dunham
5927,52.262916666,31.377222222,D,Dunham
5928,52.263333333,31.429166666,D,Dunham
5929,52.26375,31.387222222,P,Dunham
5930,52.265416666,31.2675,P,Dunham
5931,52.265833333,30.941388888,D,Dunham
5932,52.265833333,31.363333333,D,Dunham
5933,52.266666666,31.246111111,P,Dunham
5934,52.267083333,30.936666666,D,Dunham
5935,52.269166666,31.368055555,P,Dunham
5936,52.269166666,31.283055555,D,Dunham
5937,52.269583333,31.192777777,D,Dunham
5938,52.270416666,31.343888888,F,Dunham
5939,52.27125,31.343333333,D,Dunham
5940,52.27375,31.2775,D,Dunham
5941,52.275,30.510833333,P,Dunham
5942,52.27625,31.229444444,D,Dunham
5943,52.282083333,31.365833333,P,Dunham
5944,52.282916666,31.380833333,D,Dunham
5945,52.287083333,31.382222222,F,Dunham
5946,52.287916666,31.384722222,D,Dunham
5947,52.287916666,31.357777777,P,Dunham
5948,52.28875,31.351111111,D,Dunham
5949,52.289166666,31.236944444,D,Dunham
5950,52.289166666,31.455555555,D,Dunham
5951,52.29,31.382222222,D,Dunham
5952,52.293333333,31.392777777,D,Dunham
5953,52.293333333,31.225277777,P,Dunham
5954,52.294166666,31.227777777,P,Dunham
5955,52.294166666,31.305555555,P,Dunham
5956,52.295,31.278333333,D,Dunham
5957,52.295416666,31.307222222,P,Dunham
5958,52.296666666,31.308611111,P,Dunham
5959,52.299166666,31.3575,P,Dunham
5960,52.3,31.218055555,P,Dunham
5961,52.3,31.216944444,F,Dunham
5962,52.30375,31.303888888,P,Dunham
5963,52.304583333,31.381111111,D,Dunham
5964,52.30625,31.232777777,P,Dunham
5965,52.31,31.245555555,D,Dunham
5966,52.319166666,31.396944444,D,Dunham
5967,52.319166666,31.271666666,E,Dunham
5968,52.32,31.390277777,D,Dunham
5969,52.32125,31.462777777,P,Dunham
5970,52.322916666,31.463333333,P,Dunham
5971,52.323333333,31.379166666,D,Dunham
5972,52.32375,31.33,D,Dunham
5973,52.325833333,31.388611111,P,Dunham
5974,52.3275,31.338055555,F,Dunham
5975,52.327916666,31.390277777,D,Dunham
5976,52.333333333,31.401944444,P,Dunham
5977,52.335,31.309444444,F,Dunham
5978,52.339583333,31.352777777,D,Dunham
5979,52.340833333,31.26,D,Dunham
5980,52.34625,31.341666666,D,Dunham
5981,52.346666666,31.448055555,D,Dunham
5982,52.3475,31.558055555,P,Dunham
5983,52.35,31.3325,F,Dunham
5984,52.357916666,31.444444444,D,Dunham
5985,52.361666666,31.446388888,E,Dunham
5986,52.37,30.978055555,D,Dunham
5987,52.371666666,31.309444444,D,Dunham
5988,52.374166666,31.350555555,D,Dunham
5989,52.376666666,31.3175,D,Dunham
5990,52.385416666,31.41,D,Dunham
5991,52.386666666,31.453333333,D,Dunham
5992,52.407083333,31.367222222,D,Dunham
5993,52.43375,31.329722222,D,Dunham
5994,52.441666666,31.0775,D,Dunham
5995,52.465833333,31.651666666,P,Dunham
5996,52.475,31.347777777,D,Dunham
5997,52.562916666,30.396944444,P,Dunham
5998,52.593333333,31.544444444,F,Dunham
5999,52.6,31.234444444,D,Dunham
6000,52.607916666,31.038055555,E,Dunham
6001,52.612916666,30.474722222,F,Dunham
6002,52.635833333,30.440555555,P,Dunham
6003,52.6475,31.266111111,D,Dunham
6004,52.649583333,30.506666666,D,Dunham
6005,52.65375,30.524166666,D,Dunham
6006,52.659166666,30.536388888,F,Dunham
6007,52.682916666,30.546388888,D,Dunham
6008,52.71875,30.904722222,D,Dunham
6009,52.794166666,30.827777777,D,Dunham
6010,52.81125,30.831944444,F,Dunham
6011,52.82625,30.8275,D,Dunham
6012,52.83375,30.821388888,D,Dunham
6013,52.837083333,30.758333333,P,Dunham
