index,ra,dec,class,cat
3408,86.755375,0.4393055555,P,Megeath
3409,86.754125,0.4395,P,Megeath
3410,86.723916666,0.4420833333,D,Megeath
3411,86.744583333,0.4468333333,D,Megeath
3412,86.629333333,0.4533333333,D,Megeath
3413,86.669875,0.4563055555,D,Megeath
3414,86.704541666,0.4773333333,D,Megeath
3415,86.397958333,0.4910833333,D,Megeath
3416,86.610958333,0.5187777777,D,Megeath
3417,86.779041666,0.5323055555,D,Megeath
3418,86.795291666,0.5350833333,D,Megeath
3419,86.774958333,0.5357222222,D,Megeath
3420,86.794625,0.5363333333,D,Megeath
3421,86.549416666,0.5405,D,Megeath
3422,86.473083333,0.5524722222,D,Megeath
3423,87.030083333,0.5663888888,D,Megeath
3424,87.004416666,0.5751944444,D,Megeath
3425,86.987875,0.5909444444,P,Megeath
3426,86.995958333,0.5924444444,P,Megeath
3427,86.853041666,0.6264444444,P,Megeath
3428,86.821916666,0.6393333333,D,Megeath
3429,86.912416666,0.6434166666,P,Megeath
3430,86.899,0.6444444444,D,Megeath
3431,86.9375,0.6450277777,D,Megeath
3432,86.529666666,0.6487777777,D,Megeath
3433,86.905041666,0.6564166666,D,Megeath
3434,86.873875,0.6593055555,D,Megeath
3435,86.868458333,0.6630833333,D,Megeath
3436,86.903666666,0.6633333333,D,Megeath
3437,86.893375,0.6664444444,D,Megeath
3438,86.891333333,0.6687222222,D,Megeath
3439,86.929125,0.6826388888,P,Megeath
3440,86.951541666,0.6831111111,D,Megeath
3441,86.891166666,0.6942777777,D,Megeath
3442,86.513916666,0.7119166666,FP,Megeath
3443,86.789791666,0.7170555555,D,Megeath
3444,86.976541666,0.7220277777,FP,Megeath
3445,86.802375,0.7234722222,D,Megeath
3446,86.795708333,0.7264166666,D,Megeath
3447,86.44225,0.7301111111,FP,Megeath
3448,86.778416666,0.7696944444,D,Megeath
3449,86.792125,0.7858611111,D,Megeath
3450,86.935333333,0.8465833333,D,Megeath
3451,86.581333333,0.8818611111,D,Megeath
3452,88.658041666,1.4976388888,D,Megeath
3453,88.542916666,1.6033611111,D,Megeath
3454,88.617125,1.6263611111,FP,Megeath
3455,88.51475,1.6483333333,D,Megeath
3456,88.529916666,1.6502777777,D,Megeath
3457,88.513541666,1.674,D,Megeath
3458,88.507833333,1.67425,D,Megeath
3459,88.508375,1.6821944444,D,Megeath
3460,88.551416666,1.7098611111,P,Megeath
3461,88.584625,1.7143611111,D,Megeath
3462,88.538041666,1.7144444444,P,Megeath
3463,88.586666666,1.7154722222,D,Megeath
3464,88.737375,1.7156111111,P,Megeath
3465,88.58375,1.71575,D,Megeath
3466,88.518875,1.7164444444,D,Megeath
3467,88.514875,1.7323611111,D,Megeath
3468,88.494541666,1.7359166666,D,Megeath
3469,88.601041666,1.7387222222,RP,Megeath
3470,88.607208333,1.7438055555,D,Megeath
3471,88.724041666,1.7860833333,P,Megeath
3472,88.634,1.802,P,Megeath
3473,88.576708333,1.8176111111,P,Megeath
3474,88.583541666,1.8452222222,P,Megeath
3475,88.626708333,1.8498888888,D,Megeath
3476,88.611208333,1.8709722222,D,Megeath
3477,88.612333333,1.8715277777,D,Megeath
3478,88.651083333,1.8983333333,D,Megeath
3479,88.667291666,1.9056666666,D,Megeath
3480,85.703625,-8.269638888,S,Megeath
3481,85.243625,-8.093361111,S,Megeath
3482,84.820833333,-7.407388888,S,Megeath
3483,84.878125,-7.399833333,S,Megeath
3484,84.804791666,-7.219916666,S,Megeath
3485,83.849666666,-5.131527777,S,Megeath
3486,85.3725,-2.35475,S,Megeath
3487,85.353916666,-2.302361111,S,Megeath
3488,85.688458333,-1.270611111,S,Megeath
3489,86.531875,-0.20575,S,Megeath
3490,86.541541666,-0.204694444,S,Megeath
3491,86.615625,-0.014944444,S,Megeath
3492,86.617666666,0.3241666666,S,Megeath
3493,87.032333333,0.5641111111,S,Megeath
3494,86.930666666,0.6395555555,S,Megeath
3495,85.299125,-7.893083333,C,Megeath
3496,84.046291666,-6.819805555,C,Megeath
3497,84.251458333,-6.619722222,C,Megeath
3498,84.392958333,-6.588972222,C,Megeath
3499,86.609041666,-0.07925,C,Megeath
3500,86.734666666,-0.054083333,C,Megeath
3501,86.568958333,0.35975,C,Megeath
3502,86.721791666,0.3694722222,C,Megeath
3503,86.508958333,0.3916388888,C,Megeath
3504,88.63375,1.71525,C,Megeath
3505,270.43666666,-4.828055555,E,Dunham
3506,270.44083333,-4.983888888,E,Dunham
3507,270.47583333,-4.631388888,E,Dunham
3508,270.62166666,-5.264444444,E,Dunham
3509,270.75833333,-4.709166666,E,Dunham
3510,270.78333333,-4.589722222,E,Dunham
3511,270.8075,-4.479166666,E,Dunham
3512,271.09958333,-4.38,E,Dunham
3513,271.14875,-4.783333333,E,Dunham
3514,271.18541666,-4.618333333,F,Dunham
3515,271.205,-4.611388888,D,Dunham
3516,271.20541666,-4.610833333,D,Dunham
3517,271.21416666,-4.601111111,D,Dunham
3518,271.3025,-4.873611111,E,Dunham
3519,271.3175,-4.805,E,Dunham
3520,271.33083333,-4.311111111,E,Dunham
3521,271.37958333,-4.635833333,F,Dunham
3522,271.41,-4.266944444,E,Dunham
3523,271.49833333,-3.991111111,E,Dunham
3524,271.51041666,-4.393055555,E,Dunham
3525,271.56,-4.398888888,E,Dunham
3526,271.60291666,-4.759166666,E,Dunham
3527,271.62375,-4.839444444,E,Dunham
3528,271.64625,-4.420833333,E,Dunham
3529,271.71333333,-4.140833333,E,Dunham
3530,271.71708333,-4.730277777,E,Dunham
3531,271.75666666,-4.719722222,E,Dunham
3532,271.88833333,-4.690833333,E,Dunham
3533,272.31958333,-3.157777777,E,Dunham
3534,272.3975,-3.155,E,Dunham
3535,272.62041666,-2.628333333,F,Dunham
3536,272.71791666,-2.728888888,E,Dunham
3537,272.86833333,-2.529722222,E,Dunham
3538,273.04916666,-3.521666666,E,Dunham
3539,273.1325,-3.605,E,Dunham
3540,273.335,-3.406944444,E,Dunham
3541,273.365,-3.3975,E,Dunham
3542,273.38875,-3.313888888,E,Dunham
3543,273.47458333,-3.3175,E,Dunham
3544,273.60791666,-3.73,E,Dunham
3545,273.61041666,-3.570277777,E,Dunham
3546,273.62666666,-3.403055555,E,Dunham
3547,273.67625,-3.634722222,E,Dunham
3548,273.68541666,-3.397777777,E,Dunham
3549,273.73666666,-3.605555555,E,Dunham
3550,273.74833333,-3.456666666,E,Dunham
3551,273.77583333,-3.411388888,E,Dunham
3552,273.91291666,-3.284722222,E,Dunham
3553,273.95958333,-3.576388888,E,Dunham
3554,273.99958333,-3.532777777,E,Dunham
3555,274.09916666,-3.54,E,Dunham
3556,274.13166666,-3.1625,E,Dunham
3557,274.14833333,-3.413611111,E,Dunham
3558,275.07916666,-2.851388888,E,Dunham
3559,275.15083333,-2.696388888,E,Dunham
3560,275.28166666,-2.743055555,E,Dunham
3561,275.28291666,-3.0925,E,Dunham
3562,275.33625,-3.074722222,E,Dunham
3563,275.39208333,-3.339166666,E,Dunham
3564,275.41666666,-3.308055555,E,Dunham
3565,275.41791666,-3.309166666,E,Dunham
3566,275.4575,-2.917777777,E,Dunham
3567,275.49708333,-2.992222222,E,Dunham
3568,275.51166666,-3.328055555,E,Dunham
3569,275.54958333,-3.085555555,E,Dunham
3570,275.55333333,-2.9625,E,Dunham
3571,275.57916666,-2.881388888,E,Dunham
3572,275.5875,-2.925833333,E,Dunham
3573,275.6025,-3.089444444,E,Dunham
3574,275.60708333,-3.246944444,E,Dunham
3575,275.6675,-3.114166666,E,Dunham
3576,275.6675,-3.221388888,E,Dunham
3577,275.67,-3.372222222,E,Dunham
3578,275.6825,-3.309722222,E,Dunham
3579,275.70625,-3.120555555,E,Dunham
3580,275.74875,-3.159444444,E,Dunham
3581,275.76375,-2.825277777,E,Dunham
3582,275.77291666,-3.006388888,E,Dunham
3583,275.79083333,-3.176388888,E,Dunham
3584,275.8075,-2.920555555,E,Dunham
3585,275.81833333,-2.866944444,E,Dunham
3586,275.84625,-3.230555555,E,Dunham
3587,275.85833333,-3.080833333,E,Dunham
3588,275.8875,-3.1175,E,Dunham
3589,275.90666666,-2.736666666,E,Dunham
3590,275.90916666,-3.145833333,E,Dunham
3591,275.94541666,-2.815277777,E,Dunham
3592,275.96208333,-3.325277777,E,Dunham
3593,276.02333333,-2.76,E,Dunham
3594,276.05125,-3.178333333,E,Dunham
3595,276.0625,-3.0025,E,Dunham
3596,276.06875,-2.756111111,E,Dunham
3597,276.08583333,-2.977777777,E,Dunham
3598,276.12583333,-2.987777777,E,Dunham
3599,276.13416666,-3.218888888,E,Dunham
3600,276.1525,-2.836944444,E,Dunham
3601,276.25666666,-2.985833333,E,Dunham
3602,276.27083333,-2.863611111,E,Dunham
3603,276.2825,-3.101944444,E,Dunham
3604,276.29125,-3.070555555,E,Dunham
3605,276.29708333,-2.981388888,P,Dunham
3606,276.30541666,-2.998333333,F,Dunham
3607,276.33958333,-3.143333333,E,Dunham
3608,276.35,-2.789166666,E,Dunham
3609,276.42041666,-3.056944444,E,Dunham
3610,276.44958333,-3.849722222,E,Dunham
3611,276.49,-3.951111111,E,Dunham
3612,276.4975,-3.661111111,E,Dunham
3613,276.50083333,-3.801944444,E,Dunham
3614,276.51791666,-3.942777777,E,Dunham
3615,276.52791666,-3.088333333,E,Dunham
3616,276.5725,-3.621944444,E,Dunham
3617,276.6075,-3.488611111,E,Dunham
3618,276.61041666,-3.452777777,E,Dunham
3619,276.63666666,-3.774166666,F,Dunham
3620,276.64458333,-3.007777777,E,Dunham
3621,276.65708333,-2.910277777,E,Dunham
3622,276.6575,-2.764166666,E,Dunham
3623,276.66166666,-2.883055555,E,Dunham
3624,276.67,-3.7575,E,Dunham
3625,276.69125,-3.741666666,D,Dunham
3626,276.70708333,-3.933055555,D,Dunham
3627,276.70791666,-3.291666666,E,Dunham
3628,276.70916666,-2.982222222,E,Dunham
3629,276.71625,-3.859444444,E,Dunham
3630,276.71708333,-3.157222222,E,Dunham
3631,276.72583333,-3.064166666,E,Dunham
3632,276.72916666,-3.538611111,E,Dunham
3633,276.74291666,-3.381666666,E,Dunham
3634,276.74916666,-3.235833333,E,Dunham
3635,276.75583333,-3.836944444,D,Dunham
3636,276.7625,-4.016666666,E,Dunham
3637,276.76375,-2.759166666,F,Dunham
3638,276.77125,-3.216944444,E,Dunham
3639,276.79041666,-4.241388888,E,Dunham
3640,276.7925,-2.955277777,E,Dunham
3641,276.79333333,-4.179722222,E,Dunham
3642,276.79875,-2.948888888,E,Dunham
3643,276.79958333,-3.343333333,E,Dunham
3644,276.80416666,-2.721111111,E,Dunham
3645,276.805,-3.670555555,D,Dunham
3646,276.81583333,-3.980277777,D,Dunham
3647,276.82,-3.741111111,E,Dunham
3648,276.82125,-2.911666666,E,Dunham
3649,276.82333333,-3.591666666,E,Dunham
3650,276.83083333,-4.177777777,E,Dunham
3651,276.83791666,-4.199166666,E,Dunham
3652,276.84,-3.2375,E,Dunham
3653,276.84208333,-3.612222222,E,Dunham
3654,276.8475,-2.7675,E,Dunham
3655,276.84916666,-3.874166666,E,Dunham
3656,276.84916666,-3.768611111,E,Dunham
3657,276.84958333,-4.121388888,E,Dunham
3658,276.85125,-4.114722222,E,Dunham
3659,276.86,-3.571111111,D,Dunham
3660,276.86083333,-3.745833333,D,Dunham
3661,276.86958333,-4.106666666,E,Dunham
3662,276.87541666,-3.761111111,E,Dunham
3663,276.87583333,-3.816388888,E,Dunham
3664,276.88125,-2.722777777,E,Dunham
3665,276.88208333,-4.048333333,E,Dunham
3666,276.88291666,-3.115555555,E,Dunham
3667,276.88333333,-1.425,E,Dunham
3668,276.88791666,-3.244444444,E,Dunham
3669,276.88916666,-3.440555555,E,Dunham
3670,276.89291666,-3.901666666,E,Dunham
3671,276.89875,-3.240555555,E,Dunham
3672,276.90291666,-3.834444444,P,Dunham
3673,276.90416666,-3.827222222,D,Dunham
3674,276.90541666,-3.786666666,E,Dunham
3675,276.90791666,-3.931111111,E,Dunham
3676,276.91041666,-4.041111111,E,Dunham
3677,276.91291666,-3.769722222,E,Dunham
3678,276.91625,-4.161666666,E,Dunham
3679,276.9175,-3.565555555,D,Dunham
3680,276.92541666,-3.976666666,E,Dunham
3681,276.92958333,-3.721111111,E,Dunham
3682,276.93416666,-3.497777777,D,Dunham
3683,276.93458333,-2.938611111,E,Dunham
3684,276.935,-3.933611111,E,Dunham
3685,276.94291666,-3.504166666,E,Dunham
3686,276.94416666,-1.391666666,E,Dunham
3687,276.95041666,-3.881666666,D,Dunham
3688,276.95375,-1.773055555,E,Dunham
3689,276.95541666,-3.894444444,D,Dunham
3690,276.95875,-3.820277777,F,Dunham
3691,276.96,-3.810277777,D,Dunham
3692,276.96041666,-3.866666666,D,Dunham
3693,276.96125,-4.095,E,Dunham
3694,276.97291666,-3.901388888,D,Dunham
3695,276.9775,-2.017777777,E,Dunham
3696,276.97791666,-3.710555555,P,Dunham
3697,276.97791666,-3.849166666,E,Dunham
3698,276.98666666,-3.8725,D,Dunham
3699,276.98916666,-3.928055555,E,Dunham
3700,276.9975,-1.831944444,E,Dunham
3701,277.00166666,-4.142222222,E,Dunham
3702,277.01,-3.735,E,Dunham
3703,277.01041666,-2.820555555,E,Dunham
3704,277.01291666,-4.125833333,E,Dunham
3705,277.0225,-3.783055555,P,Dunham
3706,277.02333333,-3.869722222,D,Dunham
3707,277.02708333,-3.466944444,E,Dunham
3708,277.03083333,-2.976388888,E,Dunham
3709,277.0375,-1.386944444,E,Dunham
3710,277.03916666,-2.441944444,D,Dunham
3711,277.04166666,-3.959166666,E,Dunham
3712,277.04333333,-2.466111111,E,Dunham
3713,277.04583333,-4.218055555,E,Dunham
3714,277.05,-3.581666666,E,Dunham
3715,277.07333333,-2.11,E,Dunham
3716,277.08375,-3.541111111,E,Dunham
3717,277.08541666,-3.803055555,E,Dunham
3718,277.08625,-4.090833333,E,Dunham
3719,277.08708333,-3.991111111,E,Dunham
3720,277.08833333,-3.348611111,E,Dunham
3721,277.08916666,-3.317222222,E,Dunham
3722,277.08958333,-3.623888888,E,Dunham
3723,277.105,-3.694722222,E,Dunham
3724,277.10625,-4.056666666,E,Dunham
3725,277.10708333,-1.513611111,E,Dunham
3726,277.11041666,-3.208888888,D,Dunham
3727,277.12791666,-2.8525,E,Dunham
3728,277.14333333,-3.660277777,E,Dunham
3729,277.14666666,-1.924444444,E,Dunham
3730,277.15375,-1.261666666,D,Dunham
3731,277.15541666,-1.259444444,E,Dunham
3732,277.16041666,-2.429166666,D,Dunham
3733,277.16125,-1.828611111,D,Dunham
3734,277.1625,-3.403888888,E,Dunham
3735,277.16458333,-2.510555555,E,Dunham
3736,277.16958333,-2.826944444,E,Dunham
3737,277.1725,-4.093055555,D,Dunham
3738,277.17291666,-3.697222222,E,Dunham
3739,277.17708333,-1.8925,E,Dunham
3740,277.1775,-1.4975,D,Dunham
3741,277.17833333,-3.740555555,E,Dunham
3742,277.17916666,-3.5575,E,Dunham
3743,277.18208333,-2.850277777,D,Dunham
3744,277.18416666,-4.101111111,D,Dunham
3745,277.18875,-4.040833333,E,Dunham
3746,277.18958333,-3.996111111,E,Dunham
3747,277.18958333,-4.113611111,E,Dunham
3748,277.19208333,-3.255277777,E,Dunham
3749,277.1925,-3.252777777,D,Dunham
3750,277.19333333,-3.911666666,D,Dunham
3751,277.19375,-2.233333333,E,Dunham
3752,277.19875,-1.635277777,P,Dunham
3753,277.19875,-1.637222222,P,Dunham
3754,277.205,-1.584444444,D,Dunham
3755,277.2125,-3.612222222,E,Dunham
3756,277.21458333,-1.301666666,E,Dunham
3757,277.21708333,-2.1275,E,Dunham
3758,277.2175,-2.305833333,E,Dunham
3759,277.2225,-3.756388888,E,Dunham
3760,277.22541666,-1.997777777,D,Dunham
3761,277.22833333,-1.624166666,P,Dunham
3762,277.2325,-1.626111111,P,Dunham
3763,277.2325,-1.720277777,F,Dunham
3764,277.23541666,-2.112222222,E,Dunham
3765,277.23708333,-2.998611111,E,Dunham
3766,277.23791666,-1.620833333,F,Dunham
3767,277.23833333,-3.034166666,E,Dunham
3768,277.24041666,-1.708333333,F,Dunham
3769,277.24041666,-3.776111111,E,Dunham
3770,277.24291666,-1.642777777,F,Dunham
3771,277.24333333,-3.708333333,E,Dunham
3772,277.24333333,-3.005833333,E,Dunham
3773,277.24625,-2.542222222,E,Dunham
3774,277.24875,-2.085555555,D,Dunham
3775,277.25083333,-2.534166666,E,Dunham
3776,277.25166666,-1.763888888,D,Dunham
3777,277.2525,-3.5725,E,Dunham
3778,277.25291666,-2.558333333,E,Dunham
3779,277.25375,-2.116111111,D,Dunham
3780,277.25458333,-3.572777777,E,Dunham
3781,277.255,-1.705833333,E,Dunham
3782,277.25666666,-2.337222222,E,Dunham
3783,277.2575,-1.982222222,D,Dunham
3784,277.2575,-1.650555555,F,Dunham
3785,277.2575,-1.728888888,E,Dunham
3786,277.26375,-2.081388888,D,Dunham
3787,277.26375,-2.066388888,D,Dunham
3788,277.26416666,-2.115555555,D,Dunham
3789,277.26458333,-2.063333333,D,Dunham
3790,277.265,-2.577777777,E,Dunham
3791,277.265,-1.42,E,Dunham
3792,277.26541666,-2.5575,E,Dunham
3793,277.26625,-1.259722222,E,Dunham
3794,277.26666666,-2.157777777,D,Dunham
3795,277.26666666,-1.705833333,D,Dunham
3796,277.2675,-2.068611111,E,Dunham
3797,277.2675,-2.065,D,Dunham
3798,277.26833333,-1.708611111,D,Dunham
3799,277.26833333,-2.154166666,D,Dunham
3800,277.27,-3.615555555,E,Dunham
3801,277.27208333,-1.698888888,P,Dunham
3802,277.2725,-3.7125,F,Dunham
3803,277.27458333,-1.506944444,P,Dunham
3804,277.27583333,-2.088333333,E,Dunham
3805,277.27708333,-2.023055555,E,Dunham
3806,277.27958333,-1.406944444,E,Dunham
3807,277.28083333,-2.678333333,E,Dunham
3808,277.2825,-2.025,D,Dunham
3809,277.28333333,-2.039166666,F,Dunham
3810,277.28333333,-2.051388888,D,Dunham
3811,277.28375,-1.5975,E,Dunham
3812,277.28375,-2.093888888,F,Dunham
3813,277.28375,-1.655833333,D,Dunham
3814,277.28416666,-1.528055555,D,Dunham
3815,277.285,-2.117777777,D,Dunham
3816,277.285,-3.398611111,E,Dunham
3817,277.285,-2.075,D,Dunham
3818,277.28583333,-3.78,E,Dunham
3819,277.2875,-3.329444444,E,Dunham
3820,277.28875,-2.063888888,D,Dunham
3821,277.28875,-2.040833333,D,Dunham
3822,277.29083333,-2.054166666,D,Dunham
3823,277.29083333,-2.108055555,E,Dunham
3824,277.29291666,-3.095833333,E,Dunham
3825,277.29416666,-2.898888888,D,Dunham
3826,277.29416666,-2.558611111,E,Dunham
3827,277.29625,-2.075,P,Dunham
3828,277.29666666,-2.078333333,D,Dunham
3829,277.29666666,-2.080833333,D,Dunham
3830,277.29958333,-1.526944444,D,Dunham
3831,277.30041666,-1.8125,D,Dunham
3832,277.30083333,-2.055555555,E,Dunham
3833,277.30166666,-3.849166666,D,Dunham
3834,277.30333333,-2.073055555,D,Dunham
3835,277.30333333,-2.063888888,P,Dunham
3836,277.30416666,-1.771388888,P,Dunham
3837,277.30416666,-2.811388888,E,Dunham
3838,277.30458333,-2.083888888,D,Dunham
3839,277.30458333,-2.083333333,D,Dunham
3840,277.30666666,-1.953888888,E,Dunham
3841,277.3075,-3.709722222,E,Dunham
3842,277.30791666,-1.993333333,D,Dunham
3843,277.30833333,-2.203611111,D,Dunham
3844,277.30833333,-2.110555555,D,Dunham
3845,277.30916666,-2.044166666,D,Dunham
3846,277.31041666,-2.349166666,E,Dunham
3847,277.31041666,-2.044444444,D,Dunham
3848,277.31291666,-2.219166666,E,Dunham
3849,277.31458333,-2.046388888,D,Dunham
3850,277.31458333,-2.080555555,E,Dunham
3851,277.31625,-2.143611111,D,Dunham
3852,277.31708333,-2.087222222,D,Dunham
3853,277.31708333,-2.143611111,E,Dunham
3854,277.31916666,-2.060833333,F,Dunham
3855,277.31958333,-1.293333333,D,Dunham
3856,277.31958333,-1.522222222,D,Dunham
3857,277.32,-1.291666666,P,Dunham
3858,277.32083333,-1.566111111,D,Dunham
3859,277.32166666,-3.943333333,E,Dunham
3860,277.32375,-3.831111111,E,Dunham
3861,277.32416666,-3.127222222,E,Dunham
3862,277.325,-3.828333333,E,Dunham
3863,277.32541666,-3.757777777,E,Dunham
3864,277.32541666,-2.045833333,D,Dunham
3865,277.32625,-1.869722222,E,Dunham
3866,277.32708333,-1.7525,E,Dunham
3867,277.3275,-2.097222222,D,Dunham
3868,277.32916666,-2.108611111,D,Dunham
3869,277.32958333,-2.5225,E,Dunham
3870,277.33041666,-1.902777777,E,Dunham
3871,277.33125,-2.301944444,E,Dunham
3872,277.33166666,-3.809722222,E,Dunham
3873,277.33208333,-3.481944444,E,Dunham
3874,277.335,-1.095833333,E,Dunham
3875,277.33708333,-1.620555555,F,Dunham
3876,277.3375,-3.143333333,D,Dunham
3877,277.33791666,-1.924722222,D,Dunham
3878,277.33958333,-2.030555555,D,Dunham
3879,277.34083333,-2.075277777,D,Dunham
3880,277.34458333,-3.762222222,E,Dunham
3881,277.34666666,-2.985,E,Dunham
3882,277.3475,-1.648611111,P,Dunham
3883,277.34791666,-2.904722222,E,Dunham
3884,277.35458333,-1.793611111,F,Dunham
3885,277.35458333,-2.112222222,D,Dunham
3886,277.35541666,-2.526944444,E,Dunham
3887,277.35583333,-2.022777777,D,Dunham
3888,277.35583333,-1.715,E,Dunham
3889,277.3575,-2.054722222,D,Dunham
3890,277.36,-2.208333333,E,Dunham
3891,277.36041666,-1.691111111,E,Dunham
3892,277.36291666,-2.190555555,E,Dunham
3893,277.36375,-3.981388888,E,Dunham
3894,277.36416666,-2.065555555,D,Dunham
3895,277.36416666,-2.663333333,E,Dunham
3896,277.36541666,-2.091944444,D,Dunham
3897,277.36541666,-2.12,E,Dunham
3898,277.36666666,-2.067777777,D,Dunham
3899,277.36833333,-3.598055555,E,Dunham
3900,277.36958333,-3.661944444,E,Dunham
3901,277.36958333,-3.006666666,E,Dunham
3902,277.37,-2.354166666,D,Dunham
3903,277.37,-2.859444444,E,Dunham
3904,277.37666666,-2.199166666,D,Dunham
3905,277.38416666,-3.368888888,E,Dunham
3906,277.38583333,-2.002777777,D,Dunham
3907,277.38666666,-2.0175,E,Dunham
3908,277.39,-1.752777777,D,Dunham
3909,277.39041666,-2.110555555,D,Dunham
3910,277.39083333,-4.004166666,D,Dunham
3911,277.39916666,-3.636666666,E,Dunham
3912,277.40083333,-3.328611111,E,Dunham
3913,277.40125,-2.144722222,D,Dunham
3914,277.40208333,-1.901388888,D,Dunham
3915,277.4025,-2.114722222,D,Dunham
3916,277.4025,-1.849722222,F,Dunham
3917,277.40375,-2.056944444,D,Dunham
3918,277.40458333,-1.976111111,D,Dunham
3919,277.40583333,-2.147222222,D,Dunham
3920,277.40583333,-3.248055555,F,Dunham
3921,277.40625,-2.116111111,D,Dunham
3922,277.40666666,-1.868055555,D,Dunham
3923,277.40708333,-1.993888888,E,Dunham
3924,277.40875,-1.85,P,Dunham
3925,277.40875,-1.252222222,D,Dunham
3926,277.41041666,-1.516111111,D,Dunham
3927,277.41083333,-1.181111111,E,Dunham
3928,277.41083333,-1.85,P,Dunham
3929,277.41125,-3.406388888,E,Dunham
3930,277.41166666,-2.036666666,E,Dunham
3931,277.4125,-3.725277777,E,Dunham
3932,277.41291666,-1.839166666,F,Dunham
3933,277.415,-2.044722222,D,Dunham
3934,277.4175,-1.8575,D,Dunham
3935,277.4175,-1.675555555,P,Dunham
3936,277.41916666,-2.169722222,E,Dunham
3937,277.42,-3.301944444,E,Dunham
3938,277.42125,-2.141666666,E,Dunham
3939,277.4225,-1.905833333,D,Dunham
3940,277.42333333,-1.858055555,D,Dunham
3941,277.42458333,-1.836388888,P,Dunham
3942,277.425,-3.263055555,E,Dunham
3943,277.42625,-3.249722222,D,Dunham
3944,277.42791666,-2.066944444,E,Dunham
3945,277.42875,-2.054722222,D,Dunham
3946,277.43041666,-1.9475,P,Dunham
3947,277.43083333,-2.663888888,E,Dunham
3948,277.43125,-1.9275,D,Dunham
3949,277.43291666,-2.215277777,P,Dunham
3950,277.43458333,-3.273888888,E,Dunham
3951,277.43708333,-1.862777777,E,Dunham
3952,277.43791666,-2.521111111,E,Dunham
3953,277.43833333,-3.858333333,E,Dunham
3954,277.44,-2.115277777,D,Dunham
3955,277.44,-2.145833333,E,Dunham
3956,277.44125,-1.8475,D,Dunham
3957,277.44125,-1.553333333,F,Dunham
3958,277.4425,-4.021111111,E,Dunham
3959,277.44541666,-2.069166666,E,Dunham
3960,277.44583333,-1.93,F,Dunham
3961,277.44666666,-1.808333333,E,Dunham
3962,277.44708333,-1.934166666,P,Dunham
3963,277.44833333,-2.026388888,E,Dunham
3964,277.45125,-2.414444444,E,Dunham
3965,277.45541666,-4.039444444,E,Dunham
3966,277.46708333,-1.96,P,Dunham
3967,277.46791666,-1.9625,P,Dunham
3968,277.46833333,-3.948055555,E,Dunham
3969,277.47291666,-1.584444444,E,Dunham
3970,277.47375,-1.962777777,F,Dunham
3971,277.47416666,-2.835,E,Dunham
3972,277.47625,-1.973055555,P,Dunham
3973,277.47916666,-2.936666666,E,Dunham
3974,277.47916666,-2.775833333,E,Dunham
3975,277.47916666,-1.581111111,D,Dunham
3976,277.47916666,-1.527222222,E,Dunham
3977,277.47958333,-3.996666666,E,Dunham
3978,277.48041666,-2.071111111,D,Dunham
3979,277.48166666,-2.175833333,E,Dunham
3980,277.48458333,-2.65,E,Dunham
3981,277.48625,-3.985555555,E,Dunham
3982,277.48666666,-3.361666666,E,Dunham
3983,277.4875,-1.995833333,D,Dunham
3984,277.48791666,-3.193055555,E,Dunham
3985,277.48916666,-1.865,E,Dunham
3986,277.49125,-2.0175,F,Dunham
3987,277.4925,-1.968055555,D,Dunham
3988,277.49291666,-1.961111111,P,Dunham
3989,277.495,-2.001111111,D,Dunham
3990,277.49541666,-2.023611111,P,Dunham
3991,277.49583333,-2.0325,F,Dunham
3992,277.49583333,-2.828611111,E,Dunham
3993,277.4975,-2.018333333,P,Dunham
3994,277.5,-3.62,E,Dunham
3995,277.5,-2.0425,D,Dunham
3996,277.5,-1.954166666,F,Dunham
3997,277.50083333,-2.014444444,P,Dunham
3998,277.50208333,-2.036388888,F,Dunham
3999,277.5025,-2.034444444,F,Dunham
4000,277.50291666,-2.414444444,E,Dunham
4001,277.50333333,-2.266111111,D,Dunham
4002,277.50416666,-2.102222222,P,Dunham
4003,277.50458333,-2.024166666,D,Dunham
4004,277.505,-2.03,P,Dunham
4005,277.50541666,-1.530833333,D,Dunham
4006,277.50541666,-2.1025,D,Dunham
4007,277.50541666,-2.061666666,P,Dunham
4008,277.50791666,-1.4625,E,Dunham
4009,277.50916666,-2.033055555,P,Dunham
4010,277.51,-2.049166666,P,Dunham
4011,277.51125,-2.049722222,F,Dunham
4012,277.51166666,-2.044444444,P,Dunham
4013,277.51166666,-2.039444444,P,Dunham
4014,277.51208333,-2.025833333,F,Dunham
4015,277.5125,-1.608888888,P,Dunham
4016,277.51291666,-2.087222222,D,Dunham
4017,277.51291666,-2.042777777,P,Dunham
4018,277.51333333,-2.057222222,P,Dunham
4019,277.51375,-2.045833333,P,Dunham
4020,277.51625,-2.936944444,E,Dunham
4021,277.51666666,-2.023055555,D,Dunham
4022,277.51791666,-2.027222222,P,Dunham
4023,277.51833333,-2.070833333,F,Dunham
4024,277.51875,-2.110833333,D,Dunham
4025,277.51958333,-2.040833333,P,Dunham
4026,277.52041666,-2.028333333,F,Dunham
4027,277.52125,-2.017777777,D,Dunham
4028,277.52125,-2.028055555,F,Dunham
4029,277.52166666,-2.035,F,Dunham
4030,277.52166666,-2.042777777,F,Dunham
4031,277.52166666,-2.056944444,P,Dunham
